iter	Logloss
376	0.1911585298
377	0.1910422271
378	0.190918488
379	0.1907934256
380	0.1906617764
381	0.1905389977
382	0.1904359542
383	0.1903486315
384	0.1902365102
385	0.1901226877
386	0.1899882675
387	0.1898825523
388	0.1897668898
389	0.1896552158
390	0.1895439193
391	0.1894142429
392	0.1892951353
393	0.1891812401
394	0.1890879763
395	0.1889682052
396	0.1888544351
397	0.1887408926
398	0.1886314241
399	0.188500594
400	0.1883781798
401	0.1882705404
402	0.1881619887
403	0.1880318143
404	0.1878999787
405	0.1877997424
406	0.1876915431
407	0.187576305
408	0.1874817685
409	0.1873766465
410	0.1872874233
411	0.1872009583
412	0.1870703465
413	0.1869429374
414	0.1868470585
415	0.1867296548
416	0.1866159123
417	0.1865023824
418	0.1863907471
419	0.1862830669
420	0.1861770483
421	0.1860711307
422	0.1859562332
423	0.1858510057
424	0.1857306666
425	0.1856085131
426	0.1854981993
427	0.1853802313
428	0.1852921651
429	0.1851774074
430	0.1850615511
431	0.1849765814
432	0.1848800626
433	0.1847744046
434	0.1846674012
435	0.1845850835
436	0.184495982
437	0.1843959285
438	0.1843039909
439	0.1841938494
440	0.1840767661
441	0.1840022298
442	0.1838912595
443	0.1838003274
444	0.1836977081
445	0.1835933613
446	0.1834781176
447	0.183398082
448	0.1833113419
449	0.1832075795
450	0.1830956804
451	0.1830114825
452	0.1829399044
453	0.1828364927
454	0.1827509758
455	0.1826601197
456	0.1825568438
457	0.1824705663
458	0.1823731545
459	0.1822823259
460	0.1821838636
461	0.1820664871
462	0.1819890516
463	0.1819088546
464	0.1818062998
465	0.1817119246
466	0.1816026855
467	0.1815116584
468	0.1814455805
469	0.1813655446
470	0.18125551
471	0.1811513378
472	0.1810392755
473	0.1809362672
474	0.180836305
475	0.1807270978
476	0.1806326305
477	0.180526662
478	0.1804300856
479	0.1803455761
480	0.1802608156
481	0.1801734006
482	0.1800738212
483	0.179967434
484	0.1798966102
485	0.1798053069
486	0.1797191878
487	0.1796280043
488	0.1795323991
489	0.1794458524
490	0.1793676702
491	0.1792691575
492	0.1791822966
493	0.1790975018
494	0.1789869931
495	0.1788976887
496	0.1788000477
497	0.1787250055
498	0.1786350281
499	0.1785582977
500	0.178483107
501	0.1784168284
502	0.1783110553
503	0.178207902
504	0.1781098793
505	0.1780100046
506	0.177933404
507	0.1778658426
508	0.177813064
509	0.177713259
510	0.1776415853
511	0.1775502531
512	0.1774952314
513	0.1774170254
514	0.1773286885
515	0.1772475563
516	0.1771524629
517	0.1770466832
518	0.1769496774
519	0.1768667635
520	0.1767915111
521	0.1766930536
522	0.1765918367
523	0.1765021511
524	0.1764095351
525	0.1763374459
526	0.1762498379
527	0.1761666409
528	0.1760787071
529	0.1759942832
530	0.1758890936
531	0.1758079578
532	0.1757201387
533	0.1756333756
534	0.1755411697
535	0.1754522917
536	0.1753550584
537	0.1752638879
538	0.1751814642
539	0.1750906261
540	0.1750174504
541	0.1749248471
542	0.1748354977
543	0.1747281289
544	0.1746598416
545	0.1745778091
546	0.1745012245
547	0.1744199856
548	0.1743390973
549	0.1742535059
550	0.1741697273
551	0.1740951756
552	0.1740310836
553	0.1739441755
554	0.1738639281
555	0.1738016896
556	0.1737212916
557	0.1736666652
558	0.1735867084
559	0.1735131425
560	0.1734184008
561	0.1733626067
562	0.1732919741
563	0.1732193142
564	0.1731571044
565	0.1730774412
566	0.1729827891
567	0.1729109922
568	0.1728301
569	0.1727466996
570	0.1726557286
571	0.1725750085
572	0.1724891641
573	0.1724153719
574	0.1723344465
575	0.1722552233
576	0.1721599541
577	0.172087999
578	0.1720027821
579	0.1719356495
580	0.1718449426
581	0.1717854055
582	0.1716962471
583	0.1716200392
584	0.1715500833
585	0.1714639631
586	0.1713827795
587	0.1713131417
588	0.1712302506
589	0.1711209537
590	0.1710345885
591	0.1709716799
592	0.1709131514
593	0.1708323868
594	0.170753174
595	0.1706900581
596	0.1706189351
597	0.1705381938
598	0.1704515377
599	0.1703974279
600	0.1703083738
601	0.1702377825
602	0.1701823328
603	0.1700952469
604	0.1700315778
605	0.1699453127
606	0.1698723198
607	0.1698040838
608	0.1697092824
609	0.1696369986
610	0.1695547003
611	0.1694845664
612	0.1694206369
613	0.1693362603
614	0.1692756629
615	0.1692139389
616	0.169158995
617	0.1690838797
618	0.169020409
619	0.168949631
620	0.1688754676
621	0.1688069516
622	0.1687297058
623	0.1686497779
624	0.1685735531
625	0.1684923219
626	0.1684216087
627	0.16833712
628	0.168243139
629	0.1681511801
630	0.1680654308
631	0.1679846383
632	0.1679211926
633	0.1678419671
634	0.1677619965
635	0.1677192865
636	0.1676465717
637	0.1675701251
638	0.1674912885
639	0.1674275758
640	0.1673456795
641	0.1672937713
642	0.1672296881
643	0.1671508916
644	0.1670657902
645	0.1669949839
646	0.1669211007
647	0.1668642369
648	0.1667953107
649	0.1667180944
650	0.166647108
651	0.1665779023
652	0.1664983769
653	0.1664081617
654	0.1663181685
655	0.1662490256
656	0.1661503301
657	0.1660820624
658	0.1660158558
659	0.1659287323
660	0.165862714
661	0.1657866501
662	0.165707514
663	0.1656454157
664	0.1655874894
665	0.1654903456
666	0.165428222
667	0.1653437466
668	0.165261773
669	0.1651968234
670	0.165134188
671	0.1650702737
672	0.1650043225
673	0.1649488705
674	0.1648687047
675	0.1647957096
676	0.1647421219
677	0.1646641162
678	0.1645971221
679	0.1645485947
680	0.1644730469
681	0.164402761
682	0.1643280053
683	0.1642613669
684	0.1641841425
685	0.1641302465
686	0.1640812817
687	0.1640194386
688	0.1639495214
689	0.1638696709
690	0.1637978669
691	0.163709157
692	0.1636326169
693	0.1635690054
694	0.1635109637
695	0.1634521614
696	0.163382026
697	0.1633136225
698	0.1632407442
699	0.1631670094
700	0.1630912039
701	0.1630165911
702	0.1629596987
703	0.162893756
704	0.1628201196
705	0.1627465066
706	0.1626853166
707	0.1626303763
708	0.1625394705
709	0.1624830096
710	0.1624078007
711	0.1623611396
712	0.1623123948
713	0.1622609011
714	0.1621882083
715	0.16211914
716	0.1620478448
717	0.1619927274
718	0.1619176897
719	0.1618582694
720	0.1618004357
721	0.1617096323
722	0.1616274888
723	0.1615727855
724	0.1615091154
725	0.1614437159
726	0.1613879652
727	0.1613416089
728	0.1612800114
729	0.1612187644
730	0.1611552673
731	0.1611030873
732	0.1610369973
733	0.1609690513
734	0.1608914967
735	0.1608304046
736	0.1607687564
737	0.1606903347
738	0.160619112
739	0.1605507457
740	0.1604848615
741	0.1604149282
742	0.160333125
743	0.1602460748
744	0.1601796725
745	0.1601094745
746	0.1600168961
747	0.1599377587
748	0.1598619146
749	0.1598220245
750	0.1597394075
751	0.1596775484
752	0.159633763
753	0.1595881571
754	0.1595417752
755	0.1594791204
756	0.1594376535
757	0.1593762629
758	0.1593186627
759	0.1592249622
760	0.1591522441
761	0.159078014
762	0.159015037
763	0.158965561
764	0.1589151332
765	0.1588335599
766	0.1587648386
767	0.1586956164
768	0.1586382335
769	0.1585582986
770	0.1585021204
771	0.1584398073
772	0.1583862239
773	0.1583220643
774	0.158273864
775	0.1582006401
776	0.1581307129
777	0.1580649855
778	0.1579957198
779	0.15793622
780	0.157889008
781	0.1578256534
782	0.1577546614
783	0.1576907653
784	0.1576380774
785	0.1575714425
786	0.1575143495
787	0.1574613732
788	0.1574055546
789	0.1573457993
790	0.1572915117
791	0.1572095128
792	0.1571391261
793	0.1570828668
794	0.157040836
795	0.1569832078
796	0.1569414599
797	0.1568827871
798	0.1568333978
799	0.156769357
800	0.1567241914
801	0.156674413
802	0.1566048239
803	0.1565468723
804	0.1565042415
805	0.1564163547
806	0.1563357053
807	0.1562729642
808	0.1562073646
809	0.1561492377
810	0.1560761946
811	0.1560133987
812	0.1559566349
813	0.1559059757
814	0.1558590942
815	0.1557830897
816	0.155732099
817	0.1556809889
818	0.1556243705
819	0.1555735307
820	0.1555082063
821	0.155445248
822	0.1553894966
823	0.1553394704
824	0.1552548227
825	0.1551732174
826	0.1551162676
827	0.1550551045
828	0.1549869578
829	0.1549205986
830	0.1548560271
831	0.1548046456
832	0.1547370228
833	0.1546719671
834	0.1546166662
835	0.1545564533
836	0.1545049442
837	0.1544399669
838	0.1544026351
839	0.1543508933
840	0.1542895341
841	0.1542109008
842	0.1541644717
843	0.1540921887
844	0.1540356296
845	0.1539769711
846	0.1539372722
847	0.1538783891
848	0.1538136238
849	0.1537627701
850	0.153712239
851	0.1536541515
852	0.1536241976
853	0.1535665301
854	0.1535113436
855	0.1534561902
856	0.1533924349
857	0.1533308085
858	0.1532790864
859	0.1532085447
860	0.1531387923
861	0.1530646927
862	0.1530024511
863	0.1529286725
864	0.152854028
865	0.1527883536
866	0.1527184299
867	0.152655811
868	0.1526017311
869	0.1525291631
870	0.1524524947
871	0.1524125665
872	0.1523557917
873	0.1522831047
874	0.1522030415
875	0.1521505846
876	0.152102163
877	0.1520228686
878	0.1519644575
879	0.1519189248
880	0.1518765164
881	0.1518238624
882	0.1517792094
883	0.1516889631
884	0.1516456282
885	0.1515822963
886	0.1515141969
887	0.1514654569
888	0.1514065116
889	0.1513527752
890	0.1512835404
891	0.1512274029
892	0.1511789669
893	0.1511250168
894	0.1510522245
895	0.1509971037
896	0.1509523343
897	0.1508857318
898	0.1508066645
899	0.150739372
900	0.1506734423
901	0.1506303199
902	0.1505627848
903	0.1505006852
904	0.1504476789
905	0.1503937267
906	0.1503112835
907	0.1502539924
908	0.1502023618
909	0.1501584724
910	0.1500934453
911	0.1500395702
912	0.149977351
913	0.1499136843
914	0.1498323167
915	0.1497889517
916	0.1497503381
917	0.1496966188
918	0.149637759
919	0.1495816493
920	0.1495355237
921	0.1494747085
922	0.1494100424
923	0.1493483704
924	0.1492890161
925	0.1492273495
926	0.149159708
927	0.1491123459
928	0.1490645615
929	0.1489965513
930	0.1489181766
931	0.1488614008
932	0.1488017107
933	0.1487585362
934	0.1486877501
935	0.1486442847
936	0.1485879396
937	0.1485479036
938	0.1484816473
939	0.1484305802
940	0.1483702921
941	0.1482914341
942	0.1482266679
943	0.1481898934
944	0.1481444561
945	0.1481088027
946	0.1480594161
947	0.1479958657
948	0.1479577731
949	0.1479110214
950	0.1478605322
951	0.1477992641
952	0.1477223973
953	0.1476913129
954	0.1476409795
955	0.1475985942
956	0.1475358374
957	0.1474762276
958	0.1474440144
959	0.1473719645
960	0.1473280888
961	0.147256313
962	0.1471851377
963	0.1471013343
964	0.1470554687
965	0.1470002886
966	0.1469374764
967	0.1468605468
968	0.1468201027
969	0.1467522484
970	0.1466853545
971	0.1466367072
972	0.1465806558
973	0.1465355927
974	0.14647403
975	0.1463902059
976	0.1463165001
977	0.1462561019
978	0.1461838364
979	0.1461343445
980	0.1460751784
981	0.1460442003
982	0.146005252
983	0.1459536991
984	0.1458927278
985	0.1458322224
986	0.1457761716
987	0.1457127361
988	0.1456632568
989	0.1456079987
990	0.1455388937
991	0.1454766613
992	0.1454387038
993	0.1454078322
994	0.1453514154
995	0.1452981303
996	0.1452625023
997	0.1452323155
998	0.1451893854
999	0.1451193414
